"parameter","rmse","coverage","ci_width","signif","nsite","nseason","model","scenario","nconverged"
"psi - x",1.8686313492411,0.953874538745387,1.53613966999712,0.987084870848708,70,4,"auto",4,542
"psi - theta",0.896416811344939,0.974169741697417,3.0429032932634,0.457564575645756,70,4,"auto",4,542
"rho - (Intercept)",0.216589513330862,0.948339483394834,0.792056682547058,1,70,4,"auto",4,542
"rho - x",0.158072999285603,0.944649446494465,0.610195940043324,0.935424354243542,70,4,"auto",4,542
"psi - (Intercept)",0.247429812545548,0.950729927007299,0.886460623633312,0.602189781021898,70,6,"auto",4,548
"psi - x",0.201298784513342,0.95985401459854,0.731214660303594,1,70,6,"auto",4,548
"psi - theta",0.46049147174564,0.943430656934307,1.64764082866496,0.662408759124088,70,6,"auto",4,548
"rho - (Intercept)",0.156799689106359,0.965328467153285,0.630110825132319,1,70,6,"auto",4,548
"rho - x",0.128379317463756,0.954379562043796,0.486775983606101,0.987226277372263,70,6,"auto",4,548
"psi - (Intercept)",0.201179661815847,0.96,0.786951023174981,0.681818181818182,70,8,"auto",4,550
"psi - x",0.172014892047813,0.949090909090909,0.63547173503417,1,70,8,"auto",4,550
"psi - theta",0.401603991971092,0.938181818181818,1.43997704939911,0.770909090909091,70,8,"auto",4,550
"rho - (Intercept)",0.14138855786751,0.96,0.545427730323738,1,70,8,"auto",4,550
"rho - x",0.106861464665983,0.956363636363636,0.421325060335462,0.996363636363636,70,8,"auto",4,550
"psi - (Intercept)",0.169416382816597,0.958181818181818,0.661881786532588,0.830909090909091,80,10,"auto",4,550
"psi - x",0.133011971885736,0.963636363636364,0.526683422473629,1,80,10,"auto",4,550
"psi - theta",0.319486952704373,0.943636363636364,1.19684174189609,0.910909090909091,80,10,"auto",4,550
"rho - (Intercept)",0.121509656822536,0.943636363636364,0.452683662553288,1,80,10,"auto",4,550
"rho - x",0.0904739223933954,0.950909090909091,0.351400861598851,1,80,10,"auto",4,550
"psi - (Intercept)",0.156185246276021,0.947272727272727,0.613574603153002,0.863636363636364,80,12,"auto",4,550
"psi - x",0.128856260276197,0.943636363636364,0.480870711983338,1,80,12,"auto",4,550
"psi - theta",0.29566734197298,0.941818181818182,1.1002480434962,0.945454545454545,80,12,"auto",4,550
"rho - (Intercept)",0.106841434115776,0.949090909090909,0.412131536067039,1,80,12,"auto",4,550
"rho - x",0.0822635655199176,0.967272727272727,0.319787810889752,1,80,12,"auto",4,550
"psi - (Intercept)",5.02788746887554,0.968224299065421,4.63393947672503,0.532710280373832,80,4,"auto",4,535
"psi - x",3.42123079450509,0.962616822429907,3.40929368032629,0.986915887850467,80,4,"auto",4,535
"psi - theta",1.88415211748108,0.968224299065421,3.75373848810008,0.555140186915888,80,4,"auto",4,535
"rho - (Intercept)",0.229988623166762,0.936448598130841,0.738171649743825,1,80,4,"auto",4,535
"rho - x",0.161352568220137,0.925233644859813,0.570481373312162,0.949532710280374,80,4,"auto",4,535
"psi - (Intercept)",0.214578250622589,0.950909090909091,0.81876117023401,0.66,80,6,"auto",4,550
"psi - x",0.184274406194592,0.943636363636364,0.675365698665282,1,80,6,"auto",4,550
"psi - theta",0.405993230602213,0.945454545454545,1.5299448362204,0.754545454545455,80,6,"auto",4,550
"rho - (Intercept)",0.15220173284229,0.950909090909091,0.594368600830991,1,80,6,"auto",4,550
"rho - x",0.120599994434247,0.930909090909091,0.459560451415913,0.990909090909091,80,6,"auto",4,550
"psi - (Intercept)",0.189564546764882,0.941818181818182,0.726834658784504,0.758181818181818,80,8,"auto",4,550
"psi - x",0.158996518594787,0.947272727272727,0.585105641854746,1,80,8,"auto",4,550
"psi - theta",0.346406073304035,0.949090909090909,1.32869759349016,0.852727272727273,80,8,"auto",4,550
"rho - (Intercept)",0.134908737275859,0.943636363636364,0.510155538143039,1,80,8,"auto",4,550
"rho - x",0.104580671928381,0.941818181818182,0.394797461195754,1,80,8,"auto",4,550
"psi - (Intercept)",0.161873558161434,0.943636363636364,0.62234899360505,0.841818181818182,90,10,"auto",4,550
"psi - x",0.130415990458892,0.941818181818182,0.494771235178646,1,90,10,"auto",4,550
"psi - theta",0.283351307152226,0.952727272727273,1.12729974561374,0.945454545454545,90,10,"auto",4,550
"rho - (Intercept)",0.11169283480709,0.938181818181818,0.425390775974397,1,90,10,"auto",4,550
"rho - x",0.0871569310368284,0.947272727272727,0.329741300779507,1,90,10,"auto",4,550
"psi - (Intercept)",0.149661302448622,0.945454545454545,0.576409553886678,0.881818181818182,90,12,"auto",4,550
"psi - x",0.118360776758308,0.950909090909091,0.454922997622769,1,90,12,"auto",4,550
"psi - theta",0.269543712211254,0.943636363636364,1.03848716021661,0.967272727272727,90,12,"auto",4,550
"rho - (Intercept)",0.101975487481909,0.94,0.387952021050639,1,90,12,"auto",4,550
"rho - x",0.078065020632672,0.950909090909091,0.301268184302766,1,90,12,"auto",4,550
"psi - (Intercept)",2.59066726486326,0.960674157303371,1.43382013335075,0.556179775280899,90,4,"auto",4,534
"psi - x",2.20553568707019,0.956928838951311,1.22568299368726,0.99812734082397,90,4,"auto",4,534
"psi - theta",0.539696926987584,0.962546816479401,2.06450893076629,0.625468164794007,90,4,"auto",4,534
"rho - (Intercept)",0.185179792933608,0.955056179775281,0.695959052543779,1,90,4,"auto",4,534
"rho - x",0.140743376075219,0.947565543071161,0.537817172892712,0.975655430711611,90,4,"auto",4,534
"psi - (Intercept)",0.196730976564889,0.96,0.766971093075337,0.712727272727273,90,6,"auto",4,550
"psi - x",0.160522403145187,0.954545454545455,0.63312946652542,1,90,6,"auto",4,550
"psi - theta",0.365548413754066,0.961818181818182,1.43627915727285,0.810909090909091,90,6,"auto",4,550
"rho - (Intercept)",0.139005256411529,0.954545454545455,0.55753851608246,1,90,6,"auto",4,550
"rho - x",0.107353791754901,0.950909090909091,0.430787466787289,0.998181818181818,90,6,"auto",4,550
"psi - (Intercept)",0.177602947224987,0.96,0.686499068018682,0.785454545454545,90,8,"auto",4,550
"psi - x",0.145748753759717,0.954545454545455,0.554764966663915,1,90,8,"auto",4,550
"psi - theta",0.326598648426788,0.952727272727273,1.26137344173696,0.881818181818182,90,8,"auto",4,550
"rho - (Intercept)",0.124801898285664,0.941818181818182,0.478530003418262,1,90,8,"auto",4,550
"rho - x",0.0963765099355735,0.945454545454545,0.370633068350879,1,90,8,"auto",4,550
"psi(Int)",1.19656320901246,0.98,2.32635792368758,0.814545454545455,100,10,"dynamic",1,550
"psi(x)",1.3536834280457,0.127272727272727,1.71014863917949,0.0327272727272727,100,10,"dynamic",1,550
"col(Int)",0.171336649954938,0.952727272727273,0.640988302261767,1,100,10,"dynamic",1,550
"col(x)",0.142468037505092,0.969090909090909,0.571964424096923,1,100,10,"dynamic",1,550
"ext(Int)",0.265796431039238,0.947272727272727,0.979543387678747,1,100,10,"dynamic",1,550
"ext(x)",0.209007016769027,0.969090909090909,0.84165255163396,0.996363636363636,100,10,"dynamic",1,550
"p(Int)",0.112541559596802,0.934545454545455,0.428977218548597,1,100,10,"dynamic",1,550
"p(x)",0.0849436027237921,0.952727272727273,0.333607362044596,1,100,10,"dynamic",1,550
"psi(Int)",6.03913382503683,0.965454545454545,2.93092608414934,0.830909090909091,100,12,"dynamic",1,550
"psi(x)",3.388705312095,0.110909090909091,1.99949762144429,0.0363636363636364,100,12,"dynamic",1,550
"col(Int)",0.144397948698498,0.952727272727273,0.570408125998265,1,100,12,"dynamic",1,550
"col(x)",0.130411738675547,0.961818181818182,0.508140373317357,1,100,12,"dynamic",1,550
"ext(Int)",0.243496007993824,0.952727272727273,0.909896977407184,1,100,12,"dynamic",1,550
"ext(x)",0.201166018754486,0.965454545454545,0.788277735938435,0.998181818181818,100,12,"dynamic",1,550
"p(Int)",0.104974021748783,0.96,0.407404736298581,1,100,12,"dynamic",1,550
"p(x)",0.0837669544715809,0.941818181818182,0.316436156203746,1,100,12,"dynamic",1,550
"psi(Int)",12.6542629133168,0.968864468864469,5.9577938488531,0.6996336996337,100,4,"dynamic",1,546
"psi(x)",6.6097856263447,0.173992673992674,3.57470588506927,0.0311355311355311,100,4,"dynamic",1,546
"col(Int)",0.386170778449975,0.95970695970696,1.43750174689127,0.994505494505495,100,4,"dynamic",1,546
"col(x)",0.364939979088611,0.954212454212454,1.30810841913443,0.974358974358974,100,4,"dynamic",1,546
"ext(Int)",0.400269181720669,0.970695970695971,1.4772589313953,0.994505494505495,100,4,"dynamic",1,546
"ext(x)",0.346912265269548,0.968864468864469,1.28894879042609,0.93040293040293,100,4,"dynamic",1,546
"p(Int)",0.147149318840366,0.924908424908425,0.55758428538742,1,100,4,"dynamic",1,546
"p(x)",0.111631227348202,0.948717948717949,0.439475171804761,0.992673992673993,100,4,"dynamic",1,546
"psi(Int)",2.23169029829466,0.970856102003643,3.02210970242072,0.754098360655738,100,6,"dynamic",1,549
"psi(x)",1.73029033494225,0.143897996357013,2.06648577632171,0.034608378870674,100,6,"dynamic",1,549
"col(Int)",0.243763787130017,0.958105646630237,0.948503242206086,1,100,6,"dynamic",1,549
"col(x)",0.219363271191935,0.948998178506375,0.853922647469526,1,100,6,"dynamic",1,549
"ext(Int)",0.316477692285061,0.956284153005464,1.20935676052924,1,100,6,"dynamic",1,549
"ext(x)",0.260237665759366,0.983606557377049,1.03578568524745,0.970856102003643,100,6,"dynamic",1,549
"p(Int)",0.138280484117514,0.916211293260474,0.494253775457638,1,100,6,"dynamic",1,549
"p(x)",0.103038321580987,0.932604735883424,0.386799915126789,1,100,6,"dynamic",1,549
"psi(Int)",0.999710502591875,0.963570127504554,2.16395330898033,0.777777777777778,100,8,"dynamic",1,549
"psi(x)",1.26124010723726,0.134790528233151,1.60963634205527,0.0327868852459016,100,8,"dynamic",1,549
"col(Int)",0.191647276075611,0.961748633879781,0.749040442231941,1,100,8,"dynamic",1,549
"col(x)",0.160570782920608,0.970856102003643,0.671282360191429,1,100,8,"dynamic",1,549
"ext(Int)",0.291003743649335,0.963570127504554,1.083721996174,1,100,8,"dynamic",1,549
"ext(x)",0.23882408969958,0.961748633879781,0.926090073423461,0.990892531876138,100,8,"dynamic",1,549
"p(Int)",0.119675435618229,0.932604735883424,0.461724851798308,1,100,8,"dynamic",1,549
"p(x)",0.093413484571961,0.945355191256831,0.359282220836601,1,100,8,"dynamic",1,549
"psi(Int)",19.9887214798465,0.96,31.1535867599877,0.0254545454545455,30,10,"dynamic",1,550
"psi(x)",12.3201145764256,0.72,19.4948059600354,0.0218181818181818,30,10,"dynamic",1,550
"col(Int)",0.388637088441479,0.96,1.30119327051942,0.976363636363636,30,10,"dynamic",1,550
"col(x)",2.127555973965,0.947272727272727,1.84150218622021,0.985454545454545,30,10,"dynamic",1,550
"ext(Int)",2.72073820150143,0.976363636363636,2.93890265472305,0.909090909090909,30,10,"dynamic",1,550
"ext(x)",1.47412765098889,0.956363636363636,2.17288073743687,0.729090909090909,30,10,"dynamic",1,550
"p(Int)",0.21588401106191,0.914545454545455,0.769346539609136,0.996363636363636,30,10,"dynamic",1,550
"p(x)",0.161008434754461,0.932727272727273,0.581884861827972,0.903636363636364,30,10,"dynamic",1,550
"psi(Int)",19.6650926134607,0.96316758747698,29.6799423682593,0.0220994475138122,30,12,"dynamic",1,543
"psi(x)",11.7443041728599,0.674033149171271,17.6437041750897,0.0110497237569061,30,12,"dynamic",1,543
"col(Int)",0.291576820273293,0.942909760589319,1.09671406587736,0.994475138121547,30,12,"dynamic",1,543
"col(x)",0.261468242963762,0.961325966850829,0.96962635116178,0.998158379373849,30,12,"dynamic",1,543
"ext(Int)",0.673897227958222,0.970534069981584,1.94599610032892,0.96316758747698,30,12,"dynamic",1,543
"ext(x)",0.473288119601576,0.970534069981584,1.60314340096958,0.769797421731123,30,12,"dynamic",1,543
"p(Int)",0.206779740440923,0.937384898710866,0.730292367808742,1,30,12,"dynamic",1,543
"p(x)",0.148760987585104,0.939226519337017,0.55394622236029,0.941068139963168,30,12,"dynamic",1,543
"psi(Int)",19.6883027240675,0.954212454212454,35.7423029428846,0.032967032967033,30,4,"dynamic",1,546
"psi(x)",12.4007452512982,0.732600732600733,22.3598451320673,0.021978021978022,30,4,"dynamic",1,546
"col(Int)",6.34599181989122,0.968864468864469,8.08334249371931,0.595238095238095,30,4,"dynamic",1,546
"col(x)",7.08910114864265,0.957875457875458,10.1761837141894,0.446886446886447,30,4,"dynamic",1,546
"ext(Int)",14.1022221081533,0.968864468864469,27.1335240401507,0.485347985347985,30,4,"dynamic",1,546
"ext(x)",13.2604652774218,0.976190476190476,27.9539703902344,0.269230769230769,30,4,"dynamic",1,546
"p(Int)",0.288991190201374,0.913919413919414,0.974539974883521,0.934065934065934,30,4,"dynamic",1,546
"p(x)",0.225945463496118,0.906593406593407,0.75117558962897,0.705128205128205,30,4,"dynamic",1,546
"psi(Int)",20.5809924900249,0.958181818181818,33.7797068892034,0.0163636363636364,30,6,"dynamic",1,550
"psi(x)",12.6852213736544,0.705454545454545,20.5277289956625,0.00909090909090909,30,6,"dynamic",1,550
"col(Int)",0.571373225712878,0.969090909090909,1.924958790802,0.903636363636364,30,6,"dynamic",1,550
"col(x)",0.513298678641668,0.954545454545455,1.71870737181097,0.814545454545455,30,6,"dynamic",1,550
"ext(Int)",6.80124876016376,0.985454545454545,8.24505956675195,0.747272727272727,30,6,"dynamic",1,550
"ext(x)",3.99902083871121,0.963636363636364,5.84130150436407,0.487272727272727,30,6,"dynamic",1,550
"p(Int)",0.241443694755622,0.930909090909091,0.895352649734714,0.976363636363636,30,6,"dynamic",1,550
"p(x)",0.190944138299021,0.921818181818182,0.683803877250627,0.825454545454545,30,6,"dynamic",1,550
"psi(Int)",17.118379488117,0.965391621129326,26.5703351003501,0.0182149362477231,30,8,"dynamic",1,549
"psi(x)",10.1943615996053,0.70856102003643,16.7369321316276,0.0109289617486339,30,8,"dynamic",1,549
"col(Int)",1.05625807182043,0.956284153005464,1.7839620148683,0.979963570127505,30,8,"dynamic",1,549
"col(x)",3.55267431007107,0.961748633879781,2.24607897897185,0.956284153005464,30,8,"dynamic",1,549
"ext(Int)",2.61059101869784,0.972677595628415,3.19519446174301,0.870673952641166,30,8,"dynamic",1,549
"ext(x)",2.69906898741332,0.969034608378871,2.7573136233176,0.650273224043716,30,8,"dynamic",1,549
"p(Int)",0.233757213137168,0.925318761384335,0.817969538116676,0.983606557377049,30,8,"dynamic",1,549
"p(x)",0.172272165142788,0.923497267759563,0.619961127863948,0.870673952641166,30,8,"dynamic",1,549
"psi(Int)",18.9107817838237,0.961608775137112,23.2617450021602,0.129798903107861,40,10,"dynamic",1,547
"psi(x)",11.0159049649013,0.56672760511883,13.6794580589885,0.0146252285191956,40,10,"dynamic",1,547
"col(Int)",0.288717247431249,0.948811700182815,1.06437194314964,0.998171846435101,40,10,"dynamic",1,547
"col(x)",0.259471944351983,0.945155393053016,0.934878383229148,0.996343692870201,40,10,"dynamic",1,547
"ext(Int)",0.498621778205061,0.950639853747715,1.66941565182939,0.968921389396709,40,10,"dynamic",1,547
"ext(x)",0.470892231357282,0.968921389396709,1.43913496593471,0.857404021937843,40,10,"dynamic",1,547
"p(Int)",0.189137469473467,0.925045703839122,0.664258270154782,1,40,10,"dynamic",1,547
"p(x)",0.14551575962294,0.937842778793419,0.506792639413932,0.968921389396709,40,10,"dynamic",1,547
"psi(Int)",19.2557786476795,0.970642201834862,22.4576517603729,0.135779816513761,40,12,"dynamic",1,545
"psi(x)",11.0604791504428,0.541284403669725,13.2989523638447,0.0165137614678899,40,12,"dynamic",1,545
"col(Int)",0.239656584694447,0.957798165137615,0.927127059196953,0.998165137614679,40,12,"dynamic",1,545
"col(x)",0.224631088285422,0.963302752293578,0.817250937074641,1,40,12,"dynamic",1,545
"ext(Int)",0.506124171564247,0.95045871559633,1.5614241516038,0.987155963302752,40,12,"dynamic",1,545
"ext(x)",0.401297289351612,0.954128440366973,1.3220663658557,0.860550458715596,40,12,"dynamic",1,545
"p(Int)",0.171430890651914,0.926605504587156,0.628286913181084,1,40,12,"dynamic",1,545
"p(x)",0.12767009602874,0.943119266055046,0.479029989716275,0.985321100917431,40,12,"dynamic",1,545
"psi(Int)",21.2489073337403,0.963436928702011,28.6199636298407,0.0895795246800731,40,4,"dynamic",1,547
"psi(x)",12.3411489151818,0.614259597806216,16.4012357427088,0.0310786106032907,40,4,"dynamic",1,547
"col(Int)",0.893629535237254,0.957952468007313,2.62941839125302,0.729433272394881,40,4,"dynamic",1,547
"col(x)",0.798813301046164,0.954296160877514,2.39074717846767,0.544789762340037,40,4,"dynamic",1,547
"ext(Int)",9.95095287798173,0.981718464351006,11.5858653040913,0.729433272394881,40,4,"dynamic",1,547
"ext(x)",7.29971145356398,0.968921389396709,9.07268142656068,0.477148080438757,40,4,"dynamic",1,547
"p(Int)",0.229221885177463,0.921389396709324,0.858249798364019,0.987202925045704,40,4,"dynamic",1,547
"p(x)",0.187150671350773,0.917733089579525,0.670473802991621,0.809872029250457,40,4,"dynamic",1,547
"psi(Int)",12.4588325032071,0.970802919708029,13.5896439477613,0.0930656934306569,40,6,"dynamic",1,548
"psi(x)",8.11805875546488,0.60036496350365,8.79054860252218,0.0383211678832117,40,6,"dynamic",1,548
"col(Int)",0.502674534817864,0.945255474452555,1.66198975551306,0.947080291970803,40,6,"dynamic",1,548
"col(x)",0.591687850053434,0.950729927007299,1.55013674276902,0.910583941605839,40,6,"dynamic",1,548
"ext(Int)",4.15012811228851,0.950729927007299,3.46506983054834,0.866788321167883,40,6,"dynamic",1,548
"ext(x)",2.15355758495266,0.981751824817518,2.60877770792784,0.708029197080292,40,6,"dynamic",1,548
"p(Int)",0.213149451757453,0.91970802919708,0.764347656535457,0.989051094890511,40,6,"dynamic",1,548
"p(x)",0.159479452746158,0.932481751824818,0.58905364540133,0.908759124087591,40,6,"dynamic",1,548
"psi(Int)",19.8415699446372,0.976190476190476,22.0721349276388,0.119047619047619,40,8,"dynamic",1,546
"psi(x)",11.1435727530324,0.543956043956044,12.8694872753932,0.0274725274725275,40,8,"dynamic",1,546
"col(Int)",0.342650026577557,0.954212454212454,1.25902945670346,0.996336996336996,40,8,"dynamic",1,546
"col(x)",0.315839088041124,0.956043956043956,1.12383397559845,0.987179487179487,40,8,"dynamic",1,546
"ext(Int)",0.690999809931121,0.968864468864469,1.95385584168759,0.946886446886447,40,8,"dynamic",1,546
